"","Word","N","M_Val","SD_Val","M_Aro","SD_Aro","M_Dom","SD_Dom","N_Female","N_Male","M_Val_Female","M_Val_Male","SD_Val_Female","SD_Val_Male","M_Aro_Female","M_Aro_Male","SD_Aro_Female","SD_Aro_Male","M_Dom_Female","M_Dom_Male","SD_Dom_Female","SD_Dom_Male","Item","English","Syllables_separation","Syllables","Length","Frequency","Categories"
"227","confuso",78,3.34615384615385,1.82213605973314,5.26923076923077,2.04287216274702,4.1025641025641,2.316455776821,58,20,3.48275862068966,2.95,1.8940477337984,1.57195821559574,5.27586206896552,5.25,2.150423079126,1.74340863947915,4.03448275862069,4.3,2.33933201772882,2.2964503501113,80,"confused","con-fu-so",3,7,4.11,1
"228","conocimiento",64,7.21875,2.20726613926001,3.1875,2.29474900934133,7.25,1.95180014589707,52,12,7.01923076923077,8.08333333333333,2.33884825531449,1.24011240937215,3.46153846153846,2,2.36362581609097,1.53741222957161,6.96153846153846,8.5,1.98979295860136,1.16774841624228,249,"knowledge","co-no-ci-mien-to",5,12,146.85,1
"229","considerado",65,7.23076923076923,1.80943042461943,3.21538461538462,1.95649804890897,6.55384615384615,2.02353935925683,52,13,7.11538461538461,7.69230769230769,1.85402419928203,1.60128153805087,3.40384615384615,2.46153846153846,1.9927281071939,1.66410058867569,6.23076923076923,7.84615384615385,2.0157748922659,1.5191090506255,437,"thoughtful","con-si-de-ra-do",5,11,48.37,2
"230","consolado",64,6.75,1.86019285567853,2.984375,1.82132158104693,6.875,1.72286214429767,50,14,6.58,7.35714285714286,1.91758777038832,1.54954796669832,3.14,2.42857142857143,1.84069640769632,1.69679724160575,6.7,7.5,1.68122889941997,1.78670302297491,81,"consoled","con-so-la-do",4,9,0.27,1
"231","contaminar",78,2.57692307692308,1.8761609792286,6.17948717948718,2.0997438912697,4.23076923076923,2.46493895987793,58,20,2.58620689655172,2.55,1.95595790467584,1.66938375014948,6.32758620689655,5.75,2.08072129054547,2.14905119823414,4.27586206896552,4.1,2.53254676234187,2.31471266831158,321,"pollute","con-ta-mi-nar",4,10,2.53,1
"232","contenido",72,5.31944444444444,1.47109606439312,3.77777777777778,1.79374674537446,5.875,1.90579176551929,50,22,5.16,5.68181818181818,1.39034572121102,1.61500003350623,3.88,3.54545454545455,1.67380783038592,2.06391382081236,5.82,6,1.71059125713292,2.32992949004287,83,"contents","con-te-ni-do",4,9,94.22,3
"233","contexto",79,5.78481012658228,1.63825177361183,4.0379746835443,1.7718817895881,6.0379746835443,1.93114180370514,61,18,5.63934426229508,6.27777777777778,1.46096756620679,2.10896003240949,4.0983606557377,3.83333333333333,1.66037062160618,2.14887111265974,5.9344262295082,6.38888888888889,1.80618246087354,2.32982930172221,84,"context","con-tex-to",3,8,95.38,1
"234","controlador",79,3.39240506329114,2.42538773806871,6.08860759493671,2.28254173111918,4.31645569620253,2.43660284632197,56,23,3.30357142857143,3.60869565217391,2.53642298492218,2.16876861657784,6.05357142857143,6.17391304347826,2.53283630348662,1.55657473356912,4.19642857142857,4.60869565217391,2.57554684648553,2.08324769257441,85,"controlling","con-tro-la-dor",4,11,1.83,2
"235","coquetear",65,7.2,1.90558390001595,4.66153846153846,2.58769276502328,6.13846153846154,2.26299665182117,49,16,7.16326530612245,7.3125,1.82969645450994,2.18231528427952,4.81632653061224,4.1875,2.43818126708341,3.03795435559303,5.95918367346939,6.6875,2.12091945149454,2.65125756324554,754,"flirt","co-que-te-ar",4,9,0.59,1
"236","corazón",70,7.41428571428571,1.81373868931726,3.48571428571429,2.44204035114176,7.14285714285714,1.77980388339672,52,18,7.57692307692308,6.94444444444444,1.74160342896158,1.98441641213028,3.59615384615385,3.16666666666667,2.56109363423485,2.09340701756168,7.28846153846154,6.72222222222222,1.69586045557004,1.99427284567748,787,"heart","co-ra-zón",3,7,139.26,1
"237","corcho",61,5.40983606557377,1.45346768316703,3.78688524590164,1.84494583568516,6.13114754098361,1.83916112975514,47,14,5.36170212765957,5.57142857142857,1.4659250220297,1.45254607840513,4.04255319148936,2.92857142857143,1.75644709085663,1.94003511920178,6.1063829787234,6.21428571428571,1.85605990525034,1.84718377864465,699,"cork","cor-cho",2,6,1.79,1
"238","cordero",70,6.07142857142857,1.82034738340606,3.71428571428571,1.85052172152124,6.32857142857143,1.82352921533269,55,15,5.92727272727273,6.6,1.86442867283634,1.59463385855724,3.72727272727273,3.66666666666667,1.84043619482051,1.95180014589707,6.43636363636364,5.93333333333333,1.79261485363366,1.94446712004919,837,"lamb","cor-de-ro",3,7,11.45,1
"239","corona",69,6.14492753623188,1.77627636229839,3.85507246376812,1.94237091568103,6.27536231884058,1.69674478973723,52,17,6.21153846153846,5.94117647058824,1.82935259588203,1.63823793430984,3.78846153846154,4.05882352941176,1.81860254970288,2.33105631193495,6.28846153846154,6.23529411764706,1.6250072514051,1.95350363976836,90,"crown","co-ro-na",3,6,36.06,2
"240","corredor",63,5.6031746031746,1.69000555963661,4.36507936507936,1.97811891176528,6.12698412698413,1.68955103305357,50,13,5.7,5.23076923076923,1.66904592079256,1.78670302297491,4.42,4.15384615384615,1.9906926289252,1.99357943768463,6.16,6,1.5696093365509,2.16024689946929,571,"runner","co-rre-dor",3,8,21.92,1
"241","correo",69,5.49275362318841,1.50120724365618,4.40579710144928,1.77663628456658,5.6231884057971,1.83992846148784,50,19,5.38,5.78947368421053,1.42699913476226,1.68585446084705,4.22,4.89473684210526,1.74133422925043,1.82253598782043,5.64,5.57894736842105,1.80430324615394,1.98090297798432,859,"mail","co-rre-o",3,6,30.63,1
"242","corrupto",76,2,1.6,6.14473684210526,2.47496234243902,3.61842105263158,2.2566471014208,59,17,1.96610169491525,2.11764705882353,1.62911126284279,1.53632487373181,6.33898305084746,5.47058823529412,2.45378082299418,2.50293944839921,3.42372881355932,4.29411764705882,2.17512100202858,2.4689245098411,702,"corrupt","co-rrup-to",3,8,5.91,2
"243","corte",58,4.93103448275862,2.12637628468087,4.67241379310345,2.48071814046618,5.62068965517241,2.36069857492343,44,14,5.20454545454545,4.07142857142857,1.89956599026573,2.61546541568787,4.54545454545455,5.07142857142857,2.17228360663457,3.33891474110251,5.59090909090909,5.71428571428571,2.0609117627567,3.22081144645668,711,"cut","cor-te",2,5,94.85,2
"244","cortesía",52,7.57692307692308,2.07076905147702,2.65384615384615,2.0663941823969,7.32692307692308,1.68873027886372,35,17,7.51428571428571,7.70588235294118,2.22778482131557,1.7594283831103,2.65714285714286,2.64705882352941,2.09961981352447,2.05976869061153,7.42857142857143,7.11764705882353,1.59568746545022,1.90007739780438,320,"politeness","cor-te-sí-a",4,8,10.79,1
"245","cortinas",67,5.58208955223881,1.53888245294438,3.82089552238806,1.62299174865178,6.08955223880597,1.872701365016,52,15,5.55769230769231,5.66666666666667,1.62593516425811,1.23442679969674,3.78846153846154,3.93333333333333,1.67257625004578,1.48644670591441,6.01923076923077,6.33333333333333,1.95528830044529,1.58865022072498,710,"curtains","cor-ti-nas",3,8,10.83,1
"246","costa",67,6.74626865671642,1.90965079769947,3.07462686567164,2.24495010969618,6.62686567164179,2.18698506247772,49,18,6.75510204081633,6.72222222222222,1.86559432269471,2.08088090948933,3.12244897959184,2.94444444444444,2.26966088749348,2.23533711688948,6.6734693877551,6.5,2.23967775864856,2.09340701756168,691,"coast","cos-ta",2,5,69.37,1
"247","costumbre",54,5.94444444444444,1.73114278611325,3.7962962962963,1.77380977506023,6.53703703703704,1.80891881565239,45,9,5.93333333333333,6,1.78885438199983,1.5,3.8,3.77777777777778,1.82905837672135,1.56347191994114,6.46666666666667,6.88888888888889,1.86596307086131,1.53659074288215,96,"custom","cos-tum-bre",3,9,33.97,1
"248","crepúsculo",55,6.8,1.96638416050035,3.25454545454545,2.45868213584388,6.30909090909091,2.27606488933672,43,12,6.62790697674419,7.41666666666667,2.02394306119272,1.67648622440092,3.41860465116279,2.66666666666667,2.51881073732308,2.22928171609085,6.27906976744186,6.41666666666667,2.32302739048023,2.19330938551907,1022,"twilight","cre-pús-cu-lo",4,10,3.86,1
"249","crimen",60,2.28333333333333,1.77641484949719,6.66666666666667,2.30450308380719,3.98333333333333,2.52104139543843,46,14,2.17391304347826,2.64285714285714,1.70364769214095,2.02321689232929,6.73913043478261,6.42857142857143,2.34221910549894,2.2434275189912,3.67391304347826,5,2.38564547823563,2.77350098112615,704,"crime","cri-men",2,6,58.94,1
"250","criminal",66,2.13636363636364,1.79646116776086,6.31818181818182,2.62038805645911,3.48484848484848,2.57348864828346,47,19,2.02127659574468,2.42105263157895,1.70024757407149,2.03622170463075,6.61702127659574,5.57894736842105,2.47204537288951,2.89282233340238,3.17021276595745,4.26315789473684,2.43452654924195,2.80559174315148,705,"criminal","cri-mi-nal",3,8,23.68,3
"251","crisis",49,2.10204081632653,1.54441059360283,7.3265306122449,1.98313467249496,2.97959183673469,2.50407830613687,42,7,2.04761904761905,2.42857142857143,1.49719055522426,1.90237946242268,7.40476190476191,6.85714285714286,2.01287955135658,1.86445447147161,2.97619047619048,3,2.599137711027,2,706,"crisis","cri-sis",2,6,122.25,2
"252","crucificar",68,2.75,1.66952491231363,5.54411764705882,2.55350986735297,4.33823529411765,2.47742219250772,43,25,2.69767441860465,2.84,1.76655278681836,1.51877143331927,5.83720930232558,5.04,2.66306512051468,2.31804515342849,4.02325581395349,4.88,2.62305140458519,2.14709105535839,91,"crucify","cru-ci-fi-car",4,10,0.12,1
"253","crudo",68,3.14705882352941,1.97948211139277,4.86764705882353,2.16418894369717,4.86764705882353,2.35571335815971,49,19,3.02040816326531,3.47368421052632,1.70158989279594,2.58990392470093,5.02040816326531,4.47368421052632,2.07655359428356,2.38905888148059,4.53061224489796,5.73684210526316,2.18995853096513,2.60004498386637,707,"crude","cru-do",2,5,19.01,2
"254","cruel",57,3.01754385964912,2.15879619290619,6.45614035087719,2.23662832532903,3.64912280701754,2.30288040188009,45,12,2.88888888888889,3.5,2.28853091247939,1.56669890360128,6.6,5.91666666666667,2.26032982307691,2.15146180044822,3.2,5.33333333333333,2.07364413533277,2.42462118253303,92,"cruel","cruel",1,5,13.3,1
"255","cráneo",62,5.88709677419355,1.83860994098025,3.87096774193548,1.91186005873554,6.40322580645161,1.9030577415958,49,13,5.89795918367347,5.84615384615385,1.87355386408629,1.77229389239642,3.95918367346939,3.53846153846154,1.79070730524595,2.36697361678666,6.24489795918367,7,1.77400925689169,2.3094010767585,608,"skull","crá-ne-o",3,6,13.56,1
"256","cuadrado",60,5.16666666666667,1.34248273247951,3.65,1.83030052177231,6.33333333333333,1.82883371807324,43,17,5.34883720930233,4.70588235294118,1.36073721143449,1.21267812518166,3.58139534883721,3.82352941176471,1.81570605628637,1.9116515803634,6.34883720930233,6.29411764705882,1.77124815999814,2.02375597226892,408,"square","cua-dra-do",3,8,6.8,2
"257","cucaracha",81,3.33333333333333,2.55440795488896,6.17283950617284,2.56315295806157,4.38271604938272,2.62472808703382,61,20,3.19672131147541,3.75,2.58727444834101,2.46821904683476,6.18032786885246,6.15,2.71113873198029,2.1095023109729,4.0983606557377,5.25,2.61855505977875,2.5105042479445,75,"cockroach","cu-ca-ra-cha",4,9,3.1,1
"258","cuchillo",67,3.73134328358209,1.71960257522909,5.59701492537313,2.04539172726294,4.80597014925373,2.14785873618601,51,16,3.82352941176471,3.4375,1.63347338335145,1.9989580619246,5.56862745098039,5.6875,1.95197235595983,2.38659450542679,4.92156862745098,4.4375,1.88513275134567,2.87445647036096,596,"knife","cu-chi-llo",3,8,18.78,1
"259","cuerpo",64,6.25,2,3.984375,2.08921787978333,5.9375,2.03052108411015,46,18,6.10869565217391,6.61111111111111,2.06804535593466,1.81946627238316,3.8695652173913,4.27777777777778,2.14588697695717,1.9645551975404,5.82608695652174,6.22222222222222,2.14273291565377,1.73393654662229,665,"body","cuer-po",2,6,347.42,1
"260","culpa",69,2.39130434782609,1.7338955741026,6.18840579710145,2.34065954957673,4.14492753623188,2.49278584011378,53,16,2.28301886792453,2.75,1.82269199147607,1.39044357430761,6.30188679245283,5.8125,2.43835462856203,2.00727842280703,3.86792452830189,5.0625,2.47322380592507,2.40745370325856,747,"fault","cul-pa",2,5,57.78,2
"261","culpable",72,2.29166666666667,1.63101540998411,6.23611111111111,2.43503220648832,3.59722222222222,2.10739624556875,50,22,2.34,2.18181818181818,1.70963655285477,1.46827931806048,6.1,6.54545454545455,2.55750196999545,2.15422669203885,3.62,3.54545454545455,2.02927553172887,2.32434881259191,197,"guilty","cul-pa-ble",3,8,21.46,2
"262","cumpleaños",62,6.85483870967742,2.59158015088806,5.74193548387097,2.66695309584581,5.96774193548387,2.50878941438965,44,18,6.88636363636364,6.77777777777778,2.58992600317128,2.66911652172324,5.90909090909091,5.33333333333333,2.72642693015911,2.54373509534584,6.06818181818182,5.72222222222222,2.42465751379378,2.76119231610838,39,"birthday","cum-ple-a-ños",4,10,19.43,1
"263","curar",81,7.18518518518519,2.03169332768944,3.33333333333333,1.8907670401189,6.67901234567901,2.01759238012679,55,26,6.96363636363636,7.65384615384615,1.98105505339431,2.09651725854681,3.45454545454545,3.07692307692308,1.87397558996496,1.93748449125307,6.58181818181818,6.88461538461539,1.94070347202502,2.19685089301797,786,"heal","cu-rar",2,5,8.47,1
"264","curioso",64,6.46875,1.73634125458706,4.515625,1.79055890449775,5.90625,1.65920950771028,49,15,6.20408163265306,7.33333333333333,1.7197334075947,1.54303349962092,4.44897959183673,4.73333333333333,1.7566685383821,1.94446712004919,5.71428571428571,6.53333333333333,1.67082813798029,1.50554530541816,95,"curious","cu-rio-so",3,7,20.28,2
"265","cáncer",50,1.98,1.47758766444582,6.82,2.39634074780525,3.12,2.47963130899967,37,13,1.97297297297297,2,1.48111231636689,1.52752523165195,7.02702702702703,6.23076923076923,2.25445837898653,2.77350098112615,2.78378378378378,4.07692307692308,2.16198385150634,3.12147236790425,60,"cancer","cán-cer",2,6,87.33,1
"266","cárcel",66,2.22727272727273,1.51703612395968,5.90909090909091,2.27851012541274,4,2.27359424023522,45,21,2.24444444444444,2.19047619047619,1.53971006059812,1.5039630187956,5.75555555555556,6.23809523809524,2.33701009018279,2.16575072214606,3.95555555555556,4.09523809523809,2.44907733605532,1.89485518984333,236,"jail","cár-cel",2,6,41.68,1
"267","cátsup",69,5.79710144927536,2.17998725134513,3.05797101449275,2.05715435929612,7.18840579710145,1.82527485697232,56,13,5.625,6.53846153846154,2.15374937345002,2.2216879699673,3.26785714285714,2.15384615384615,2.08449751022396,1.72463299700515,7.14285714285714,7.38461538461539,1.82336922335421,1.89466186686268,831,"ketchup","cát-sup",2,6,0.25,2
"268","célula",63,5.82539682539683,1.67080898446543,3.73015873015873,1.96916839502028,6.06349206349206,2.16923515488618,45,18,5.66666666666667,6.22222222222222,1.70560573084488,1.55508863207046,3.73333333333333,3.72222222222222,2.02708927013363,1.87257468414812,6.06666666666667,6.05555555555556,2.20948369123155,2.12747356995326,587,"cell","cé-lu-la",3,6,19.66,1
"269","césped",64,6.765625,2.01377941683853,3.34375,2.18376949478401,6.640625,1.87182270477074,51,13,6.41176470588235,8.15384615384615,2.05111160679506,1.06818801763811,3.49019607843137,2.76923076923077,2.25718895105933,1.83275049010343,6.50980392156863,7.15384615384615,1.84794533490153,1.95133090676397,841,"lawn","cés-ped",2,6,5.04,1
"270","círculo",77,5.90909090909091,1.66371349208091,3.14285714285714,1.69142018896521,6.63636363636364,1.69293493913203,56,21,5.64285714285714,6.61904761904762,1.56586974296972,1.74574312188794,3.26785714285714,2.80952380952381,1.64583299084878,1.80607440652504,6.39285714285714,7.28571428571429,1.5803172458094,1.84777858908629,687,"circle","cír-cu-lo",3,7,32.32,1
"271","daga",70,4,1.57884566161117,5.54285714285714,1.83117697389708,4.67142857142857,1.83935581486144,56,14,3.69642857142857,5.21428571428571,1.46373920748625,1.47692880035521,5.57142857142857,5.42857142857143,1.7874018000453,2.06488165853064,4.51785714285714,5.28571428571429,1.72670017851783,2.1989008243131,99,"dagger","da-ga",2,4,2.45,1
"272","daño",61,2.72131147540984,1.76192269543798,5.68852459016393,2.52679628255859,4.0655737704918,2.55518331018224,50,11,2.74,2.63636363636364,1.77062193616151,1.80403587950613,5.74,5.45454545454545,2.43955499454892,3.01209682326569,3.9,4.81818181818182,2.36686307511156,3.31113822780571,712,"damage","da-ño",2,4,59.99,1
"273","decepcionar",65,1.86153846153846,1.5194254987178,5.98461538461538,2.43985340038794,3.41538461538462,2.44880269017016,48,17,1.83333333333333,1.94117647058824,1.4488929498558,1.74894926439041,6.27083333333333,5.17647058823529,2.39449353533897,2.45548605467551,3.6875,2.64705882352941,2.56951233058362,1.93459222029438,120,"disappoint","de-cep-cio-nar",4,11,0.69,1
"274","decorar",76,6.85526315789474,2.00468748931712,3.61842105263158,2.16004385920384,6.78947368421053,2.06762852546057,57,19,6.87719298245614,6.78947368421053,1.98269455394309,2.12338690064354,3.70175438596491,3.36842105263158,2.18734111488862,2.11372568166022,6.6140350877193,7.31578947368421,2.11925177130407,1.85749627123739,719,"decorate","de-co-rar",3,7,1.9,1
"275","dedo",75,5.48,1.92676735295999,3.25333333333333,1.83135847770825,6.78666666666667,1.8475208614068,52,23,5.19230769230769,6.1304347826087,1.94067364025456,1.76594934103411,3.40384615384615,2.91304347826087,1.82852791305149,1.83186550415047,6.73076923076923,6.91304347826087,1.86941727961127,1.83186550415047,752,"finger","de-do",2,4,33.73,1
"276","defendido",59,6.84745762711864,1.90112089733321,3.25423728813559,1.92616485436004,6.88135593220339,1.75268017188565,47,12,7.04255319148936,6.08333333333333,1.94441727951892,1.56427928995103,3.14893617021277,3.66666666666667,1.88793334679065,2.10338831988828,6.91489361702128,6.75,1.82768310489398,1.48477117918737,387,"sheltered","de-fen-di-do",4,9,3.99,2
"277","deforme",70,3.82857142857143,1.73599095512427,4.85714285714286,2.00929517013936,5.07142857142857,2.29884298920716,53,17,3.69811320754717,4.23529411764706,1.73853282153458,1.71498585142509,4.90566037735849,4.70588235294118,1.99291196825338,2.1143765594837,4.69811320754717,6.23529411764706,2.12661617871044,2.48820748141875,720,"deformed","de-for-me",3,7,1.88,2
"278","deleite",57,7.26315789473684,2.04874801306862,3.2280701754386,2.3300639465447,6.87719298245614,1.95548838838095,42,15,7.26190476190476,7.26666666666667,1.96381316245969,2.34419241856083,3.16666666666667,3.4,2.19663452855329,2.74642624930238,7.04761904761905,6.4,1.71011882274917,2.5298221281347,105,"delight","de-lei-te",3,7,4.92,2
"279","delicado",71,5.29577464788732,2.03816700701659,3.88732394366197,2.08086036996134,5.63380281690141,2.18592534586757,47,24,5.29787234042553,5.29166666666667,2.06329088780438,2.03190137270631,3.80851063829787,4.04166666666667,2.13295363565195,2.01038968030247,5.72340425531915,5.45833333333333,2.18395460674652,2.22591782079383,183,"gentle","de-li-ca-do",4,8,12.9,1
"280","demanda",71,2.90140845070423,2.01533357449803,6.11267605633803,2.38177182411179,4.29577464788732,2.36277298466492,51,20,2.62745098039216,3.6,1.89695318143306,2.18608036641406,6.17647058823529,5.95,2.47148443129178,2.18788530441227,4.09803921568627,4.8,2.25614628923556,2.60768096208106,842,"lawsuit","de-man-da",3,7,81.8,2
"281","demente",77,3.49350649350649,2.36544964359943,6.48051948051948,2.43121363244557,3.98701298701299,2.61822311427902,54,23,2.92592592592593,4.82608695652174,2.01739465696642,2.62249315646986,6.33333333333333,6.82608695652174,2.52534324212889,2.20849957114128,3.83333333333333,4.34782608695652,2.60442294336472,2.67324616511247,815,"insane","de-men-te",3,7,1.39,2
"282","demonio",72,3.43055555555556,2.25067369500271,5.68055555555556,2.26315490180106,4.20833333333333,2.30087246159083,55,17,3.23636363636364,4.05882352941176,2.21913927561546,2.30408843784516,5.69090909090909,5.64705882352941,2.41041511157332,1.76568600232984,4.09090909090909,4.58823529411765,2.39809127241683,1.97036873228756,106,"demon","de-mo-nio",3,7,13.52,1
"283","dentista",62,4.83870967741935,2.21909410247572,5.03225806451613,2.21742534156749,5.56451612903226,2.12418522657154,50,12,4.68,5.5,2.28070880496858,1.88293774338254,5.1,4.75,2.37546987833084,1.42222616792382,5.42,6.16666666666667,2.25958276806013,1.33711584684304,589,"dentist","den-tis-ta",3,8,3.21,1
"284","depresión",52,1.75,1.50652176988494,5.90384615384615,2.65137489590068,3.15384615384615,2.42037604746894,38,14,1.47368421052632,2.5,1.00638078079829,2.27866357593825,6.31578947368421,4.78571428571429,2.49437489496727,2.83327946512033,2.76315789473684,4.21428571428571,2.12366601087525,2.9135907380775,108,"depression","de-pre-sión",3,9,41.68,1
"285","deprimido",61,2.42622950819672,1.97871184017484,5.39344262295082,2.48514713531272,4.08196721311475,2.74040801078485,49,12,2.48979591836735,2.16666666666667,1.93780856660722,2.20879783565357,5.42857142857143,5.25,2.40658817969894,2.89592189749027,4.22448979591837,3.5,2.81562090637844,2.43086217402199,107,"depressed","de-pri-mi-do",4,9,2.93,1
"286","desafiante",73,5.17808219178082,2.06385874942912,5.23287671232877,2.0379765832888,5.05479452054795,1.9357055199512,56,17,4.89285714285714,6.11764705882353,2.0686277526952,1.79869233546125,5.14285714285714,5.52941176470588,2.1778101714468,1.50489397711365,5.01785714285714,5.17647058823529,1.95858085384264,1.9116515803634,104,"defiant","de-sa-fian-te",4,10,4.09,1
"287","desagrado",68,2.80882352941176,1.92592178311114,5.11764705882353,2.48895717397303,4.88235294117647,2.50092169137883,53,15,2.86792452830189,2.6,1.96153134692355,1.84390889145858,5.05660377358491,5.33333333333333,2.46057446653624,2.66368881351371,5.20754716981132,3.73333333333333,2.45230261156607,2.40436111700227,126,"displeased","des-a-gra-do",4,9,1.77,1
"288","desanimado",66,2.63636363636364,1.81985936596434,4.78787878787879,2.31726066071492,4.78787878787879,2.27031106994446,48,18,2.5,3,1.72589785452538,2.05798302171011,4.875,4.55555555555556,2.44623027395041,1.97699183914,4.54166666666667,5.44444444444444,2.28741546369393,2.14811058490184,122,"discouraged","des-a-ni-ma-do",5,10,0.29,1
"289","desapegado",75,4.69333333333333,2.16216441441324,4.45333333333333,2.09435104657894,5.17333333333333,2.15214119232724,58,17,4.75862068965517,4.47058823529412,2.07161556438012,2.50293944839921,4.62068965517241,3.88235294117647,2.1588462334986,1.79869233546125,5.08620689655172,5.47058823529412,2.12160550559125,2.29449468998142,113,"detached","de-sa-pe-ga-do",5,10,0.04,0
"290","desastre",59,2.5593220338983,2.09491326822919,7.05084745762712,1.87012565328864,3.5593220338983,2.43020636586958,44,15,2.25,3.46666666666667,1.83157068189865,2.58751581545661,6.93181818181818,7.4,1.88504182018537,1.84390889145858,3.31818181818182,4.26666666666667,2.04339807357832,3.30511868528341,121,"disaster","de-sas-tre",3,8,17.95,1
"291","descanso",67,8.23880597014925,1.41517267646257,1.85074626865672,1.61670944657504,7.8955223880597,1.65267761029854,49,18,8.22448979591837,8.27777777777778,1.4471999706682,1.36362646064933,1.87755102040816,1.77777777777778,1.70333805928761,1.39560467837445,7.81632653061224,8.11111111111111,1.64156263698845,1.71117052778599,791,"holiday","des-can-so",3,8,32.51,2
"292","descomponer",73,2.98630136986301,1.9038933114143,5.94520547945205,2.24159176429325,4.36986301369863,2.39505769656245,50,23,2.92,3.1304347826087,1.84987589214156,2.05170323536517,6.08,5.65217391304348,2.02877262583734,2.67324616511247,4.24,4.65217391304348,2.34355390336113,2.53356908964721,102,"decompose","des-com-po-ner",4,11,1.33,1
"293","desdeñoso",81,4.14814814814815,1.66666666666667,4.80246913580247,1.77073256793918,4.97530864197531,1.75339177483225,58,23,3.93103448275862,4.69565217391304,1.5989258342248,1.7434235548769,4.81034482758621,4.78260869565217,1.83968815579891,1.62247066759115,4.87931034482759,5.21739130434783,1.90177743460382,1.31275289300872,376,"scornful","des-de-ño-so",4,9,0.54,1
"294","desdén",69,4,1.65387246111877,4.34782608695652,1.89291315294801,4.97101449275362,1.98502492570477,55,14,3.94545454545455,4.21428571428571,1.66018943383849,1.67233468441676,4.25454545454545,4.71428571428571,2.02043433007729,1.2666473875533,5.05454545454545,4.64285714285714,2.01308848601477,1.90574608273719,375,"scorn","des-dén",2,6,5.28,1
"295","desechos",69,3.08695652173913,1.82094941651151,4.71014492753623,2.2036163410828,5.15942028985507,2.25325378068484,54,15,3,3.4,1.73748897105228,2.13139793160666,4.72222222222222,4.66666666666667,2.23536470087365,2.16024689946929,5,5.73333333333333,2.18053135293489,2.49189161271589,615,"trash","de-se-chos",3,8,15.12,1
"296","desenfadado",67,5.58208955223881,2.31692883014997,3.98507462686567,2.35804578381949,5.86567164179105,2.14543576408617,46,21,5.39130434782609,6,2.22589069183118,2.50998007960223,4.02173913043478,3.9047619047619,2.39897321030647,2.32173990586288,5.82608695652174,5.95238095238095,2.16337542666893,2.15583372448319,296,"nonchalant","de-sen-fa-da-do",5,11,0.92,1
"297","deseo",74,7.58108108108108,1.50803107373926,4.97297297297297,2.80397454199146,6.09459459459459,2.5166237380416,55,19,7.61818181818182,7.47368421052632,1.55743032768379,1.38918125577748,5.01818181818182,4.84210526315789,2.75876320309925,3.00486934259742,6,6.36842105263158,2.44948974278318,2.75298880644674,1034,"wish","de-se-o",3,5,89.21,2
"298","desertor",60,3.6,1.9151492396598,4.91666666666667,2.02770360775532,4.86666666666667,2.33953976834839,48,12,3.9375,2.25,1.86120814114941,1.54478595163331,4.77083333333333,5.5,1.95958727019328,2.27636073191798,5.10416666666667,3.91666666666667,2.21445525056109,2.67847763183537,109,"deserter","de-ser-tor",3,8,0.71,2
"299","desesperado",59,2.89830508474576,1.91810714214999,7.03389830508475,1.8191140482428,3.30508474576271,2.01078332041517,46,13,3.06521739130435,2.30769230769231,2.03745128272275,1.31558702896054,6.97826086956522,7.23076923076923,1.89137375629206,1.58922654950168,3.47826086956522,2.69230769230769,2.11596188197953,1.49357598761135,110,"despairing","des-es-pe-ra-do",5,11,11.02,2
"300","desinteresado",65,3.84615384615385,2.13036652678865,4.36923076923077,2.47846494055059,5.52307692307692,2.34592527259829,53,12,3.90566037735849,3.58333333333333,2.19496058264412,1.88092498199125,4.39622641509434,4.25,2.61165746547688,1.86474468152418,5.35849056603774,6.25,2.45023028448852,1.71225529107612,41,"blase","des-in-te-re-sa-do",6,13,0.9,1
"301","desleal",66,2.15151515151515,1.62899142220364,5.66666666666667,2.50742487169197,4.06060606060606,2.48613872921158,50,16,2.3,1.6875,1.76415557646121,1.01447851956888,5.5,6.1875,2.4764194033371,2.61326743114184,3.96,4.375,2.40713225940863,2.77788888666676,125,"disloyal","des-le-al",3,7,1.85,1
"302","deslumbrar",66,6.10606060606061,1.89841057307494,4.27272727272727,1.86089684371194,6.09090909090909,1.68912606194649,49,17,6.24489795918367,5.70588235294118,1.95288901635605,1.72353944988042,4.18367346938776,4.52941176470588,2.00700304546102,1.3746657347708,6.10204081632653,6.05882352941176,1.67387895270217,1.78432719236461,717,"dazzle","des-lum-brar",3,10,0.67,1
"303","desnudo",61,5.54098360655738,2.01307203457637,4,2.39443799947573,5.63934426229508,2.25116848832812,45,16,5.44444444444444,5.8125,1.96046788890671,2.19753649950727,3.51111111111111,5.375,2.27258585418603,2.24722050542442,5.48888888888889,6.0625,2.24238329200938,2.29401394939089,520,"nude","des-nu-do",3,7,16.96,3
"304","desordenado",67,2.94029850746269,1.66861035463759,5.92537313432836,2.06201896381825,4.08955223880597,2.14427598350629,47,20,2.93617021276596,2.95,1.6603333258736,1.73129096949433,5.80851063829787,6.2,2.29970033844053,1.36111409475744,4.08510638297872,4.1,2.27299636788901,1.86095617754337,873,"messy","des-or-de-na-do",5,11,2.51,2
